osmid,y,x,highway,ref,street_count,junction,geometry
4472140072,36.6097636,140.6661131,,,3,,POINT (140.6661131 36.6097636)
4472140074,36.6094139,140.6659071,,,3,,POINT (140.6659071 36.6094139)
4472303936,36.5974486,140.656894,,,3,,POINT (140.656894 36.5974486)
4472303937,36.5972756,140.6580449,,,3,,POINT (140.6580449 36.5972756)
4472303941,36.5967991,140.6578139,traffic_signals,,4,,POINT (140.6578139 36.5967991)
4472303942,36.5937575,140.6592006,,,3,,POINT (140.6592006 36.5937575)
4472303943,36.594331,140.6598532,,,3,,POINT (140.6598532 36.594331)
4472307271,36.5935065,140.6594934,,,3,,POINT (140.6594934 36.5935065)
4472307273,36.5939889,140.66034,,,4,,POINT (140.66034 36.5939889)
4472307274,36.5942002,140.6606251,,,3,,POINT (140.6606251 36.5942002)
4472309282,36.6079004,140.6520071,,,3,,POINT (140.6520071 36.6079004)
4472309285,36.6107073,140.6485963,,,3,,POINT (140.6485963 36.6107073)
4472309889,36.6100191,140.6490889,,,3,,POINT (140.6490889 36.6100191)
4472309891,36.609907,140.6493156,,,3,,POINT (140.6493156 36.609907)
4472309892,36.6099735,140.6498329,,,3,,POINT (140.6498329 36.6099735)
4472309893,36.6109281,140.6481997,,,3,,POINT (140.6481997 36.6109281)
4472309897,36.6031769,140.6587613,,,4,,POINT (140.6587613 36.6031769)
4472309898,36.6029058,140.6582374,,,4,,POINT (140.6582374 36.6029058)
4472309899,36.6023749,140.6574367,,,4,,POINT (140.6574367 36.6023749)
4472309900,36.6020359,140.6569096,,,3,,POINT (140.6569096 36.6020359)
4472312247,36.5749352,140.6318449,,,3,,POINT (140.6318449 36.5749352)
4472312252,36.574992,140.6335416,,,3,,POINT (140.6335416 36.574992)
4472312253,36.5776476,140.6306069,,,3,,POINT (140.6306069 36.5776476)
4472312256,36.5788915,140.6312648,,,1,,POINT (140.6312648 36.5788915)
4472312257,36.5767971,140.6343765,,,4,,POINT (140.6343765 36.5767971)
4472312267,36.5796712,140.6311092,,,3,,POINT (140.6311092 36.5796712)
4472312272,36.5803518,140.6281588,,,3,,POINT (140.6281588 36.5803518)
4472312278,36.580621,140.6278155,,,4,,POINT (140.6278155 36.580621)
4472313989,36.5790788,140.6310368,,,1,,POINT (140.6310368 36.5790788)
4472313990,36.5786139,140.6296597,,,3,,POINT (140.6296597 36.5786139)
4472313993,36.5778384,140.6283739,,,3,,POINT (140.6283739 36.5778384)
4472313994,36.5763239,140.6330576,,,3,,POINT (140.6330576 36.5763239)
4472313995,36.5769109,140.6325979,,,3,,POINT (140.6325979 36.5769109)
4472313997,36.5776702,140.6319005,,,4,,POINT (140.6319005 36.5776702)
4472329016,36.5734742,140.6315592,,,3,,POINT (140.6315592 36.5734742)
4472329022,36.5736874,140.6304011,,,1,,POINT (140.6304011 36.5736874)
4472329023,36.5731132,140.6302537,,,3,,POINT (140.6302537 36.5731132)
4472329028,36.5737607,140.6289983,,,3,,POINT (140.6289983 36.5737607)
4472329030,36.5739804,140.6284378,,,3,,POINT (140.6284378 36.5739804)
4472329033,36.5735345,140.6280569,,,1,,POINT (140.6280569 36.5735345)
4472329034,36.5733723,140.6298699,,,3,,POINT (140.6298699 36.5733723)
4472329037,36.5736508,140.6284619,,,1,,POINT (140.6284619 36.5736508)
4472330294,36.5686605,140.6304718,,,3,,POINT (140.6304718 36.5686605)
4472330303,36.5685279,140.6331414,,,3,,POINT (140.6331414 36.5685279)
4472330305,36.5692444,140.633551,,,3,,POINT (140.633551 36.5692444)
4472330306,36.5680952,140.6328824,,,3,,POINT (140.6328824 36.5680952)
4472330307,36.5673969,140.6339595,,,3,,POINT (140.6339595 36.5673969)
4472330308,36.5667504,140.6337802,,,3,,POINT (140.6337802 36.5667504)
4472330315,36.5674242,140.6358249,,,3,,POINT (140.6358249 36.5674242)
4472330316,36.568562,140.6302328,,,3,,POINT (140.6302328 36.568562)
4472330323,36.5703396,140.6286031,,,3,,POINT (140.6286031 36.5703396)
4472330328,36.5679331,140.6291234,,,3,,POINT (140.6291234 36.5679331)
4472330329,36.5697472,140.6301293,,,1,,POINT (140.6301293 36.5697472)
4472335700,36.5704447,140.6223022,,,3,,POINT (140.6223022 36.5704447)
4472335714,36.5673922,140.6261911,,,3,,POINT (140.6261911 36.5673922)
4472335716,36.5670916,140.6258251,,,3,,POINT (140.6258251 36.5670916)
4472335719,36.5658433,140.6272157,,,3,,POINT (140.6272157 36.5658433)
4472335720,36.565905,140.6274389,,,3,,POINT (140.6274389 36.565905)
4472335725,36.5679373,140.6277539,,,3,,POINT (140.6277539 36.5679373)
4472335726,36.5682834,140.6247688,,,3,,POINT (140.6247688 36.5682834)
4472335735,36.5688705,140.6276707,,,3,,POINT (140.6276707 36.5688705)
4472335738,36.5685813,140.622031,,,3,,POINT (140.622031 36.5685813)
4472335740,36.5685597,140.6215107,,,3,,POINT (140.6215107 36.5685597)
4472335741,36.5688392,140.6210212,,,3,,POINT (140.6210212 36.5688392)
4472335745,36.5682711,140.6218798,,,4,,POINT (140.6218798 36.5682711)
4472335748,36.5681828,140.6231442,,,3,,POINT (140.6231442 36.5681828)
4472335749,36.5686761,140.6217977,,,1,,POINT (140.6217977 36.5686761)
4472335755,36.567117,140.6236028,,,3,,POINT (140.6236028 36.567117)
4472337835,36.5648093,140.6235658,,,3,,POINT (140.6235658 36.5648093)
4472337836,36.5647986,140.623928,,,3,,POINT (140.623928 36.5647986)
4472337843,36.5640532,140.624145,,,3,,POINT (140.624145 36.5640532)
4472337845,36.5636342,140.6246841,,,3,,POINT (140.6246841 36.5636342)
4472337846,36.5640996,140.624632,,,3,,POINT (140.624632 36.5640996)
4472337848,36.5640504,140.6264683,,,4,,POINT (140.6264683 36.5640504)
4472337849,36.5638475,140.62661,,,3,,POINT (140.62661 36.5638475)
4472338823,36.5665778,140.6252381,,,3,,POINT (140.6252381 36.5665778)
4472338824,36.5664526,140.6250254,,,3,,POINT (140.6250254 36.5664526)
4472338832,36.5663101,140.6233664,,,4,,POINT (140.6233664 36.5663101)
4472338839,36.566435,140.624691,,,3,,POINT (140.624691 36.566435)
4472338840,36.5659537,140.6234247,,,3,,POINT (140.6234247 36.5659537)
4472338843,36.5653971,140.6238659,,,3,,POINT (140.6238659 36.5653971)
4472338844,36.5659879,140.6237881,,,3,,POINT (140.6237881 36.5659879)
4472338845,36.5652238,140.6238783,,,3,,POINT (140.6238783 36.5652238)
4535270281,36.5374292,140.6166389,,,3,,POINT (140.6166389 36.5374292)
4535279082,36.5185122,140.6149143,,,1,,POINT (140.6149143 36.5185122)
4535296513,36.5385447,140.612419,,,3,,POINT (140.612419 36.5385447)
4535296514,36.5385299,140.613397,,,3,,POINT (140.613397 36.5385299)
4535296517,36.5381236,140.6129158,,,3,,POINT (140.6129158 36.5381236)
4535404690,36.5417034,140.6142643,,,3,,POINT (140.6142643 36.5417034)
4535481977,36.5402475,140.6138016,,,1,,POINT (140.6138016 36.5402475)
4535498275,36.5383289,140.6074663,,,3,,POINT (140.6074663 36.5383289)
4535512736,36.5400293,140.6158952,,,3,,POINT (140.6158952 36.5400293)
4535525284,36.5418947,140.6156075,,,3,,POINT (140.6156075 36.5418947)
4535525286,36.5412761,140.6157022,,,3,,POINT (140.6157022 36.5412761)
4535525989,36.5428335,140.6161672,,,1,,POINT (140.6161672 36.5428335)
4535525990,36.5431774,140.6159517,,,3,,POINT (140.6159517 36.5431774)
4535525991,36.5432139,140.6159421,,,3,,POINT (140.6159421 36.5432139)
4535525995,36.5417127,140.6143863,,,3,,POINT (140.6143863 36.5417127)
4535525996,36.5421979,140.6142764,,,3,,POINT (140.6142764 36.5421979)
4535525999,36.5427572,140.6142416,,,1,,POINT (140.6142416 36.5427572)
4535526000,36.5422415,140.6145867,,,3,,POINT (140.6145867 36.5422415)
4535529973,36.5420226,140.6195559,,,3,,POINT (140.6195559 36.5420226)
4535617047,36.5338719,140.6196372,,,3,,POINT (140.6196372 36.5338719)
4535617048,36.5336325,140.620283,,,3,,POINT (140.620283 36.5336325)
4535617050,36.5331897,140.6207816,,,3,,POINT (140.6207816 36.5331897)
4535617053,36.5326239,140.6212013,,,3,,POINT (140.6212013 36.5326239)
4535656733,36.5343591,140.6172143,,,3,,POINT (140.6172143 36.5343591)
4535656735,36.5341454,140.6179219,,,3,,POINT (140.6179219 36.5341454)
4535676728,36.5396858,140.616352,,,3,,POINT (140.616352 36.5396858)
4535688795,36.5442613,140.615075,,,3,,POINT (140.615075 36.5442613)
4542362151,36.5177854,140.6166663,,,3,,POINT (140.6166663 36.5177854)
4542362157,36.5176968,140.6154049,,,3,,POINT (140.6154049 36.5176968)
4542363155,36.5199238,140.6120243,,,1,,POINT (140.6120243 36.5199238)
4542363161,36.519299,140.6143974,,,3,,POINT (140.6143974 36.519299)
4542364648,36.5193404,140.6148628,,,3,,POINT (140.6148628 36.5193404)
4542364654,36.5189726,140.6142141,,,3,,POINT (140.6142141 36.5189726)
4542364663,36.5176349,140.613224,,,3,,POINT (140.613224 36.5176349)
4542364664,36.5174973,140.613206,,,3,,POINT (140.613206 36.5174973)
4542364667,36.5171837,140.6131662,,,3,,POINT (140.6131662 36.5171837)
4542364672,36.5166767,140.6130204,,,3,,POINT (140.6130204 36.5166767)
4542364673,36.5165864,140.6132016,,,3,,POINT (140.6132016 36.5165864)
4542364676,36.5161629,140.6139653,,,3,,POINT (140.6139653 36.5161629)
4542364677,36.5167115,140.6146536,,,3,,POINT (140.6146536 36.5167115)
4542364681,36.5152364,140.6131106,,,3,,POINT (140.6131106 36.5152364)
4542364683,36.5150617,140.6130558,,,4,,POINT (140.6130558 36.5150617)
4543230602,36.5179321,140.6153341,,,3,,POINT (140.6153341 36.5179321)
4543230603,36.5178606,140.6155169,,,3,,POINT (140.6155169 36.5178606)
4543230604,36.5184807,140.6137968,,,3,,POINT (140.6137968 36.5184807)
4543230608,36.5186458,140.6149969,,,3,,POINT (140.6149969 36.5186458)
4543230609,36.5186409,140.613924,,,3,,POINT (140.613924 36.5186409)
4543230612,36.518148,140.6152955,,,3,,POINT (140.6152955 36.518148)
4543230621,36.519051,140.6161223,,,3,,POINT (140.6161223 36.519051)
4543230622,36.5200871,140.6125434,,,1,,POINT (140.6125434 36.5200871)
4543230623,36.5203766,140.6126174,,,3,,POINT (140.6126174 36.5203766)
4543230627,36.5207067,140.6129314,,,3,,POINT (140.6129314 36.5207067)
4543230628,36.521078,140.6130642,,,3,,POINT (140.6130642 36.521078)
4543230630,36.5211381,140.6122042,,,1,,POINT (140.6122042 36.5211381)
4543240559,36.520744,140.6142478,,,3,,POINT (140.6142478 36.520744)
4543240560,36.5207566,140.6151784,,,3,,POINT (140.6151784 36.5207566)
4543240569,36.5201811,140.6164868,,,3,,POINT (140.6164868 36.5201811)
4543240573,36.519588,140.6135911,,,3,,POINT (140.6135911 36.519588)
4543240574,36.5202023,140.6139012,,,1,,POINT (140.6139012 36.5202023)
4543240583,36.5224713,140.6151119,,,4,,POINT (140.6151119 36.5224713)
4543240588,36.5238895,140.6162161,,,3,,POINT (140.6162161 36.5238895)
4543243189,36.5236018,140.6167683,,,3,,POINT (140.6167683 36.5236018)
4543243202,36.5213896,140.6153071,,,1,,POINT (140.6153071 36.5213896)
4543243210,36.5226704,140.614676,,,1,,POINT (140.614676 36.5226704)
4543243214,36.5222762,140.6158913,,,4,,POINT (140.6158913 36.5222762)
4543243217,36.5220562,140.6168599,,,3,,POINT (140.6168599 36.5220562)
4543265129,36.5329553,140.6170129,,,3,,POINT (140.6170129 36.5329553)
4543265130,36.5328043,140.6172914,,,3,,POINT (140.6172914 36.5328043)
4543265132,36.5334641,140.6147027,,,3,,POINT (140.6147027 36.5334641)
4543265137,36.5365284,140.6128726,,,3,,POINT (140.6128726 36.5365284)
4544851497,36.5413305,140.6301362,,,3,,POINT (140.6301362 36.5413305)
4544851498,36.541027,140.6289513,,,3,,POINT (140.6289513 36.541027)
4544851503,36.5400214,140.6292282,,,3,,POINT (140.6292282 36.5400214)
4548962241,36.5358135,140.6089395,,,3,,POINT (140.6089395 36.5358135)
4548970965,36.5300624,140.6120523,,,3,,POINT (140.6120523 36.5300624)
4548970974,36.5301626,140.6106189,,,4,,POINT (140.6106189 36.5301626)
4548993515,36.5371934,140.6148054,,,4,,POINT (140.6148054 36.5371934)
4552443210,36.5144778,140.6205617,,,1,,POINT (140.6205617 36.5144778)
4552443212,36.5137436,140.6221394,,,3,,POINT (140.6221394 36.5137436)
4552443214,36.5145323,140.6221358,,,3,,POINT (140.6221358 36.5145323)
4552443219,36.5329135,140.6209604,,,3,,POINT (140.6209604 36.5329135)
4552443220,36.5332037,140.6217634,,,3,,POINT (140.6217634 36.5332037)
4552443221,36.533467,140.6214591,,,3,,POINT (140.6214591 36.533467)
4552443226,36.5331927,140.6208626,,,3,,POINT (140.6208626 36.5331927)
4552443228,36.5364533,140.6206313,,,3,,POINT (140.6206313 36.5364533)
4552443231,36.5361091,140.6215019,,,3,,POINT (140.6215019 36.5361091)
4552443234,36.5358883,140.6207269,,,3,,POINT (140.6207269 36.5358883)
4552443235,36.5349752,140.6220965,,,3,,POINT (140.6220965 36.5349752)
4552443242,36.5359567,140.6204388,,,3,,POINT (140.6204388 36.5359567)
4552443243,36.5399268,140.6233981,,,3,,POINT (140.6233981 36.5399268)
4552443247,36.538599,140.6279601,,,3,,POINT (140.6279601 36.538599)
4552443248,36.5392676,140.6281314,,,3,,POINT (140.6281314 36.5392676)
4552443249,36.5399413,140.637481,,,3,,POINT (140.637481 36.5399413)
4552443256,36.5477022,140.6437634,,,1,,POINT (140.6437634 36.5477022)
4552443262,36.546904,140.6439518,,,3,,POINT (140.6439518 36.546904)
4552443263,36.5457751,140.642592,,,3,,POINT (140.642592 36.5457751)
4552443267,36.5460128,140.6420549,,,3,,POINT (140.6420549 36.5460128)
4552443270,36.5464892,140.6425911,,,4,,POINT (140.6425911 36.5464892)
4552443272,36.5472809,140.64296,,,3,,POINT (140.64296 36.5472809)
4552443273,36.5463016,140.64169,,,1,,POINT (140.64169 36.5463016)
4552443275,36.5481817,140.6376939,,,3,,POINT (140.6376939 36.5481817)
4552443278,36.5473704,140.6370954,,,1,,POINT (140.6370954 36.5473704)
4552443280,36.5464612,140.6366832,,,3,,POINT (140.6366832 36.5464612)
4552443287,36.5445117,140.6364362,,,3,,POINT (140.6364362 36.5445117)
4552443288,36.5493517,140.6314011,,,1,,POINT (140.6314011 36.5493517)
4552443291,36.5496258,140.6322441,,,3,,POINT (140.6322441 36.5496258)
4552443292,36.5488539,140.6313207,,,3,,POINT (140.6313207 36.5488539)
4552443295,36.5494563,140.6310196,,,4,,POINT (140.6310196 36.5494563)
4552443300,36.5467423,140.6286277,,,1,,POINT (140.6286277 36.5467423)
4552443303,36.5461699,140.627826,,,3,,POINT (140.627826 36.5461699)
4552443304,36.5469168,140.6263853,,,3,,POINT (140.6263853 36.5469168)
4552443307,36.5484747,140.6290729,,,1,,POINT (140.6290729 36.5484747)
4552443308,36.5484424,140.629317,,,3,,POINT (140.629317 36.5484424)
4552443309,36.548089,140.6291454,,,3,,POINT (140.6291454 36.548089)
4552443310,36.5480868,140.6289629,,,3,,POINT (140.6289629 36.5480868)
4552443315,36.5477421,140.6288182,,,3,,POINT (140.6288182 36.5477421)
4552443322,36.5472185,140.6278257,,,1,,POINT (140.6278257 36.5472185)
4552443331,36.5467304,140.6315868,,,3,,POINT (140.6315868 36.5467304)
4552443333,36.5470533,140.6316421,,,3,,POINT (140.6316421 36.5470533)
4552443342,36.5479346,140.6338775,,,3,,POINT (140.6338775 36.5479346)
4552443343,36.5475573,140.6347729,,,3,,POINT (140.6347729 36.5475573)
4552443348,36.5480954,140.6356483,,,1,,POINT (140.6356483 36.5480954)
4552443349,36.5500526,140.6341693,,,3,,POINT (140.6341693 36.5500526)
4552443357,36.5493634,140.6332162,,,3,,POINT (140.6332162 36.5493634)
4552443358,36.5478145,140.6344068,crossing,,3,,POINT (140.6344068 36.5478145)
4552443376,36.550362,140.6319284,,,3,,POINT (140.6319284 36.550362)
4552443388,36.5529133,140.6302906,,,3,,POINT (140.6302906 36.5529133)
4552443389,36.5513295,140.6299813,,,3,,POINT (140.6299813 36.5513295)
4552443390,36.5516648,140.6301512,,,1,,POINT (140.6301512 36.5516648)
4552443391,36.5519115,140.6303926,,,1,,POINT (140.6303926 36.5519115)
4552443393,36.5517338,140.6307909,,,3,,POINT (140.6307909 36.5517338)
4552443396,36.550467,140.6292041,,,3,,POINT (140.6292041 36.550467)
4552443397,36.5502869,140.6294296,,,1,,POINT (140.6294296 36.5502869)
4552443399,36.5510646,140.6309911,,,3,,POINT (140.6309911 36.5510646)
4552443400,36.5511552,140.6308646,,,3,,POINT (140.6308646 36.5511552)
4552443403,36.5513491,140.629895,,,3,,POINT (140.629895 36.5513491)
4552443404,36.5515343,140.6292692,,,3,,POINT (140.6292692 36.5515343)
4552443405,36.5523937,140.6299195,,,3,,POINT (140.6299195 36.5523937)
4552443407,36.5532091,140.628122,,,3,,POINT (140.628122 36.5532091)
4552443411,36.5527293,140.6281177,,,3,,POINT (140.6281177 36.5527293)
4552443412,36.5525773,140.6284681,,,3,,POINT (140.6284681 36.5525773)
4552443413,36.5513752,140.6291453,,,3,,POINT (140.6291453 36.5513752)
4552443414,36.5519007,140.6280765,,,3,,POINT (140.6280765 36.5519007)
4552443415,36.5519386,140.6274545,,,4,,POINT (140.6274545 36.5519386)
4552443416,36.5520903,140.6276728,,,3,,POINT (140.6276728 36.5520903)
4552443419,36.5530125,140.6283353,,,3,,POINT (140.6283353 36.5530125)
4552443420,36.5499387,140.6295302,,,1,,POINT (140.6295302 36.5499387)
4552443422,36.5500158,140.6279799,,,3,,POINT (140.6279799 36.5500158)
4552443426,36.5512522,140.6282276,,,3,,POINT (140.6282276 36.5512522)
4552443427,36.5510034,140.6279756,,,3,,POINT (140.6279756 36.5510034)
4552443429,36.5516284,140.6270461,,,4,,POINT (140.6270461 36.5516284)
4552443430,36.5520702,140.6265458,,,3,,POINT (140.6265458 36.5520702)
4552443437,36.5523083,140.6255747,,,3,,POINT (140.6255747 36.5523083)
4552443446,36.5522453,140.6237709,,,3,,POINT (140.6237709 36.5522453)
4552443449,36.5512445,140.6248886,,,3,,POINT (140.6248886 36.5512445)
4552456345,36.5086616,140.6071849,,,3,,POINT (140.6071849 36.5086616)
4552456348,36.5084732,140.6074993,,,3,,POINT (140.6074993 36.5084732)
4552456349,36.509109,140.6076193,,,4,,POINT (140.6076193 36.509109)
4552456350,36.5099327,140.6076613,,,3,,POINT (140.6076613 36.5099327)
4552456351,36.5091115,140.6065651,,,3,,POINT (140.6065651 36.5091115)
4552456352,36.5099784,140.6065812,,,4,,POINT (140.6065812 36.5099784)
4552456353,36.5107858,140.6065922,,,3,,POINT (140.6065922 36.5107858)
4552456354,36.5107831,140.6072128,,,3,,POINT (140.6072128 36.5107831)
4552456355,36.5156627,140.6132156,,,1,,POINT (140.6132156 36.5156627)
4552456358,36.5163827,140.613624,,,3,,POINT (140.613624 36.5163827)
4552456359,36.5148703,140.6122403,,,3,,POINT (140.6122403 36.5148703)
4552456363,36.5149942,140.6098812,,,3,,POINT (140.6098812 36.5149942)
4552456364,36.5133716,140.611487,,,3,,POINT (140.611487 36.5133716)
4552456369,36.514262,140.6120903,,,3,,POINT (140.6120903 36.514262)
4552456371,36.514614,140.6112871,,,1,,POINT (140.6112871 36.514614)
4552456383,36.5145714,140.6119533,,,3,,POINT (140.6119533 36.5145714)
4552456388,36.5159827,140.6129904,,,1,,POINT (140.6129904 36.5159827)
4552456389,36.5175265,140.6121708,,,1,,POINT (140.6121708 36.5175265)
4552456393,36.5177611,140.6126524,,,3,,POINT (140.6126524 36.5177611)
4552456398,36.5179493,140.6140564,,,3,,POINT (140.6140564 36.5179493)
4552456399,36.5174381,140.6138765,,,3,,POINT (140.6138765 36.5174381)
4552456400,36.5170237,140.6148956,,,3,,POINT (140.6148956 36.5170237)
4559302851,36.5572126,140.6271516,,,3,yes,POINT (140.6271516 36.5572126)
4559307434,36.5459751,140.612184,,,3,,POINT (140.612184 36.5459751)
4715949403,36.6473374,140.6697028,,,3,,POINT (140.6697028 36.6473374)
4836160792,36.6010815,140.6359673,,,3,,POINT (140.6359673 36.6010815)
4836168975,36.6020156,140.6366745,,,1,,POINT (140.6366745 36.6020156)
4836168979,36.6016101,140.6375393,,,3,,POINT (140.6375393 36.6016101)
5205722399,36.5590733,140.6201392,traffic_signals,,4,,POINT (140.6201392 36.5590733)
5205722400,36.5606891,140.6213576,,,4,,POINT (140.6213576 36.5606891)
5293950208,36.4950441,140.5676793,,,1,,POINT (140.5676793 36.4950441)
5293950211,36.4951396,140.5689398,,,4,,POINT (140.5689398 36.4951396)
5293950216,36.4972101,140.5696738,,,3,,POINT (140.5696738 36.4972101)
5293950220,36.4951043,140.5684808,,,4,,POINT (140.5684808 36.4951043)
5298567183,36.4898475,140.6126239,,,3,,POINT (140.6126239 36.4898475)
5298567184,36.4896376,140.6123383,,,3,,POINT (140.6123383 36.4896376)
5298567202,36.4886623,140.611087,traffic_signals,,4,,POINT (140.611087 36.4886623)
5298567203,36.4886015,140.6111778,traffic_signals,,4,,POINT (140.6111778 36.4886015)
5318414503,36.667165,140.6775637,,,4,,POINT (140.6775637 36.667165)
5318414506,36.6667613,140.6767645,,,3,,POINT (140.6767645 36.6667613)
5318414508,36.6658182,140.6779879,,,3,,POINT (140.6779879 36.6658182)
5318414509,36.665971,140.6777773,,,3,,POINT (140.6777773 36.665971)
5318414510,36.6662885,140.6779974,,,3,,POINT (140.6779974 36.6662885)
5318414512,36.6669802,140.6770867,,,3,,POINT (140.6770867 36.6669802)
5318414514,36.6674342,140.6784185,,,3,,POINT (140.6784185 36.6674342)
5318414518,36.6672528,140.6778427,,,3,,POINT (140.6778427 36.6672528)
5318414520,36.6676607,140.6779233,,,1,,POINT (140.6779233 36.6676607)
5318415226,36.6690457,140.6777941,,,3,,POINT (140.6777941 36.6690457)
5318415230,36.6681355,140.6782172,,,3,,POINT (140.6782172 36.6681355)
5318415233,36.6679527,140.6776507,,,1,,POINT (140.6776507 36.6679527)
5318415234,36.6683665,140.6777457,,,1,,POINT (140.6777457 36.6683665)
5318415235,36.668925,140.6773842,,,1,,POINT (140.6773842 36.668925)
5318415236,36.6692966,140.6774145,,,1,,POINT (140.6774145 36.6692966)
5318415237,36.6696126,140.6773085,,,1,,POINT (140.6773085 36.6696126)
5318415238,36.669738,140.6777066,,,3,,POINT (140.6777066 36.669738)
5318415239,36.6694787,140.67695,,,3,,POINT (140.67695 36.6694787)
5318415241,36.6694337,140.6765032,,,1,,POINT (140.6765032 36.6694337)
5318415242,36.6700839,140.676241,,,3,,POINT (140.676241 36.6700839)
5318415243,36.6698261,140.6762109,,,3,,POINT (140.6762109 36.6698261)
5318415245,36.6689997,140.6760637,,,3,,POINT (140.6760637 36.6689997)
5318415248,36.6690379,140.6765378,,,1,,POINT (140.6765378 36.6690379)
5318415249,36.6698366,140.6765328,,,1,,POINT (140.6765328 36.6698366)
5318415250,36.6679115,140.6763192,,,3,,POINT (140.6763192 36.6679115)
5318415253,36.6671039,140.6764565,,,3,,POINT (140.6764565 36.6671039)
5318415255,36.6673192,140.6769267,,,1,,POINT (140.6769267 36.6673192)
5318415256,36.6676309,140.6766605,,,1,,POINT (140.6766605 36.6676309)
5318415257,36.6680769,140.6768451,,,1,,POINT (140.6768451 36.6680769)
5318415267,36.6707636,140.677969,,,3,,POINT (140.677969 36.6707636)
5318415268,36.6705256,140.6780587,,,3,,POINT (140.6780587 36.6705256)
5318415270,36.6712685,140.6780303,,,3,,POINT (140.6780303 36.6712685)
5318415272,36.6718398,140.6783558,,,3,,POINT (140.6783558 36.6718398)
5318415274,36.6713926,140.6773077,,,3,,POINT (140.6773077 36.6713926)
5318415275,36.6713437,140.6776828,,,3,,POINT (140.6776828 36.6713437)
5318415277,36.6719713,140.6780277,,,3,,POINT (140.6780277 36.6719713)
5318415278,36.6710111,140.6772125,,,4,,POINT (140.6772125 36.6710111)
5318415281,36.6704489,140.6771654,,,3,,POINT (140.6771654 36.6704489)
5318415282,36.6706832,140.677144,,,3,,POINT (140.677144 36.6706832)
5318415283,36.6706891,140.6767354,,,3,,POINT (140.6767354 36.6706891)
5318415284,36.6707718,140.6763432,,,3,,POINT (140.6763432 36.6707718)
5318415288,36.6716703,140.6774288,,,3,,POINT (140.6774288 36.6716703)
5318415289,36.6711527,140.6767123,,,3,,POINT (140.6767123 36.6711527)
5318415295,36.6704055,140.6760154,,,3,,POINT (140.6760154 36.6704055)
5318415296,36.6701451,140.6756598,,,3,,POINT (140.6756598 36.6701451)
5318415298,36.6704017,140.6777219,,,3,,POINT (140.6777219 36.6704017)
5318415307,36.6701936,140.6778136,,,3,,POINT (140.6778136 36.6701936)
5318415308,36.6699072,140.6779398,,,3,,POINT (140.6779398 36.6699072)
5318415310,36.6702365,140.6790461,,,3,,POINT (140.6790461 36.6702365)
5318415311,36.6695719,140.6781163,,,3,,POINT (140.6781163 36.6695719)
5318415312,36.6699464,140.6793678,,,4,,POINT (140.6793678 36.6699464)
5318415313,36.6700487,140.6796037,,,3,,POINT (140.6796037 36.6700487)
5318415314,36.6694653,140.6789496,,,3,,POINT (140.6789496 36.6694653)
5318415315,36.6689597,140.6791736,,,3,,POINT (140.6791736 36.6689597)
5318415317,36.668732,140.6796753,,,4,,POINT (140.6796753 36.668732)
5318415321,36.6678311,140.6789391,,,3,,POINT (140.6789391 36.6678311)
5318415322,36.6679758,140.6788015,,,3,,POINT (140.6788015 36.6679758)
5318415325,36.6684269,140.6785947,,,3,,POINT (140.6785947 36.6684269)
5318415328,36.6686776,140.6799596,,,3,,POINT (140.6799596 36.6686776)
5318415329,36.6685919,140.6790818,,,3,,POINT (140.6790818 36.6685919)
5318415331,36.6688664,140.6799813,,,3,,POINT (140.6799813 36.6688664)
5318415332,36.6688271,140.680268,,,3,,POINT (140.680268 36.6688271)
5318415334,36.6682389,140.6801053,,,1,,POINT (140.6801053 36.6682389)
5318415336,36.6692118,140.6803066,,,1,,POINT (140.6803066 36.6692118)
5318415337,36.6695189,140.6806393,,,3,,POINT (140.6806393 36.6695189)
5318415338,36.6689804,140.6805773,,,1,,POINT (140.6805773 36.6689804)
5318415339,36.6692632,140.6806099,,,3,,POINT (140.6806099 36.6692632)
5318415341,36.6691932,140.6809939,,,1,,POINT (140.6809939 36.6691932)
5318415344,36.67073,140.6805528,,,3,,POINT (140.6805528 36.67073)
5318415350,36.6699569,140.6799993,,,3,,POINT (140.6799993 36.6699569)
5318415351,36.6708505,140.6802373,,,3,,POINT (140.6802373 36.6708505)
5318415356,36.6706644,140.6793203,,,3,,POINT (140.6793203 36.6706644)
5318415358,36.6704665,140.6795928,,,4,,POINT (140.6795928 36.6704665)
5318415359,36.6703017,140.6793822,,,3,,POINT (140.6793822 36.6703017)
5318415360,36.6712274,140.6795589,,,3,,POINT (140.6795589 36.6712274)
5318415363,36.6710422,140.6798923,,,3,,POINT (140.6798923 36.6710422)
5318415377,36.667655,140.679152,,,3,,POINT (140.679152 36.667655)
5318415393,36.6693514,140.6751391,,,3,,POINT (140.6751391 36.6693514)
5318415397,36.6687671,140.6748629,,,3,,POINT (140.6748629 36.6687671)
5318415398,36.6680168,140.6751452,,,3,,POINT (140.6751452 36.6680168)
5318415400,36.6681322,140.6754003,,,3,,POINT (140.6754003 36.6681322)
5318415407,36.6690722,140.6756057,,,3,,POINT (140.6756057 36.6690722)
5318415412,36.6670091,140.6746728,,,4,,POINT (140.6746728 36.6670091)
5318415415,36.6659869,140.6746883,,,3,,POINT (140.6746883 36.6659869)
5318415417,36.6664463,140.6762844,,,3,,POINT (140.6762844 36.6664463)
